"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"6973","AXON CYTOPLASM%GOCC%GO:1904115","0.63019508057676","1","0.267377642468601","0.906153799578505","2228","54","c(""Hspb1"", ""Bsn"", ""Dlg2"", ""Cacna1c"", ""Nefl"", ""Ap3m2"", ""Uchl1"", ""Mapk8ip3"", ""Dync1i1"", ""Dynll1"", ""Ap3s1"", ""Arl8b"", ""Fmr1"", ""Kif1a"", ""Bloc1s3"", ""Spast"", ""Kif1b"", ""Pafah1b1"", ""Bloc1s1"", ""Ap3b2"", ""Map6"", ""Bloc1s6"")"
"6974","SERINE/THREONINE PROTEIN KINASE COMPLEX%GOCC%GO:1902554","0.843525179856115","1","-0.242583462793384","-0.793531641698696","5627","74","c(""Cks2"", ""Ccnb1"", ""Ccna2"", ""Pycard"", ""Cdk1"", ""Ccne1"", ""Ccnjl"", ""Phkg1"", ""Tgfbr1"", ""Pcna"", ""Cdkn1a"", ""RGD1359108"", ""Cdk4"", ""Ccni"", ""Ccnd1"", ""Gtf2h5"", ""Cdk2"")"
"6975","CILIARY PART%GOCC%GO:0044441","0.324667822068169","0.834078925980279","0.233452839584401","1.03162570224054","561","339","c(""Dnah7"", ""Agbl2"", ""LOC100911256"", ""Prom2"", ""Cacna1f"", ""Slc26a3"", ""Rp1l1"", ""Spef2"", ""Eno4"", ""Dynlrb2"", ""Ush1g"", ""Als2cr12"", ""Nphp3"", ""Cfap157"", ""Hyal3"", ""Mosmo"", ""Cyld"", ""Kif7"", ""Nek8"", ""Bbip1"", ""Spag6l"", ""Ddx6"", ""Bbof1"", ""Dnah9"", ""Tulp3"", ""Catsperd"", ""Fam92b"", ""Cfap69"", ""Fank1"", ""Myo5a"", ""Prkca"", ""Irs1"", ""Fam183a"", ""Rp2"", ""Abca4"", ""Cep126"", ""Atg5"", ""Dnai1"", ""Tacr3"", ""Cplane1"", ""Cdkl5"", ""Hydin"", ""Cep290"", ""Ttbk2"", ""Rsph9"", ""Gnat1"", ""Arl6"", ""Map1a"", ""Akap9"", ""Gpr157"", ""Phlpp2"", ""Dnaaf1"", ""Pcnt"", 
""Wdr78"", ""Efcab7"", ""LOC690035"", ""Poc1a"", ""Nphp4"", ""C2cd3"", ""Odf3"", ""Dnah8"", ""Ift140"", ""Wdr35"", ""App"", ""Ehd3"", ""Drc3"", ""Rilpl2"", ""Ak8"", ""Grk3"", ""Tapt1"")"
"6976","INTEGRAL COMPONENT OF ORGANELLE MEMBRANE%GOCC%GO:0031301","1","1","0.139368703353525","0.583082594622903","2343","202","c(""P2rx1"", ""Apool"", ""Trabd2b"", ""Sypl1"", ""Oprk1"", ""Gabra2"", ""P2rx3"", ""Slc6a7"", ""P2rx4"", ""Tomm70"", ""Chrna7"", ""Slc30a3"", ""Syngr1"", ""Cox11"", ""Pcsk4"", ""Gdap1"", ""Wfs1"", ""Atp8a1"", ""P2rx2"", ""Slc17a7"", ""B4galnt1"", ""Ptprn2"", ""Far2"", ""Slc35a5"", ""Casd1"", ""Furin"", ""Dnajc11"")"
"6977","HETEROTRIMERIC G-PROTEIN COMPLEX%GOCC%GO:0005834","0.621036988110964","1","-0.332614359604752","-0.888901793729268","3760","25","c(""Gng4"", ""Gnal"", ""Gna12"", ""Gng7"", ""Gna13"", ""Gnai2"", ""Gng8"", ""Gnai3"")"
"6978","ENDOPLASMIC RETICULUM LUMEN%GOCC%GO:0005788","0.0539600967351874","0.404560349413695","-0.424594718793826","-1.37237410265986","356","69","c(""Cd4"", ""Casq2"", ""Slc27a2"", ""P4ha3"", ""Serpinh1"", ""Vtn"", ""Rnaset2"", ""Lyz2"", ""Manf"", ""Clu"", ""Ache"", ""Foxred2"", ""Fkbp9"", ""Pdia4"", ""Plod3"", ""Casq1"", ""Bche"", ""P4hb"", ""Tor2a"", ""Sil1"", ""Hspa5"", ""Dnajc3"", ""Txndc5"", ""Tor1a"", ""Ngf"", ""P4ha1"", ""Kdelc2"", ""Hspa13"", ""Calu"", ""Dnajb11"", ""Txndc12"", ""Rcn2"", ""Minpp1"")"
"6979","GOLGI MEMBRANE%GOCC%GO:0000139","0.699146098958943","1","-0.233693356384469","-0.923518216351241","5976","416","c(""Chst9"", ""Large2"", ""Chst5"", ""Baiap3"", ""Mall"", ""Fut4"", ""Fzd5"", ""B3gnt8"", ""Mpp4"", ""Pld4"", ""Nlrp3"", ""Hpd"", ""Cux1"", ""Sec16b"", ""Pycard"", ""Plce1"", ""Fut2"", ""Chst3"", ""B3gat2"", ""Tmem79"", ""St3gal4"", ""Galnt6"", ""Gbp2"", ""Steap4"", ""Srgn"", ""Rhbdf1"", ""Sec31b"", ""Galnt5"", ""Ggta1"", ""Chst11"", ""LOC686087"", ""Scamp2"", ""Litaf"", ""Fut7"", ""Wls"", ""B4galt1"", ""Acer3"", ""Galnt10"", ""Acer2"", ""Cspg5"", ""Irgm"", ""Sgms2"", ""Clcn5"", ""Pld1"", ""Gpr89b"", ""Rab9a"", ""Sys1"", ""Clip3"", ""Zdhhc9"", ""Sec24d"", ""B3gnt9"", ""Gja1"", ""Adcyap1r1"", ""Arfgap3"", 
""St6galnac3"", ""Pmepa1"", ""Golga7"", ""Dennd5a"", ""Cux2"", ""Rer1"", ""Yif1a"", ""Cog6"", ""Chst2"", ""Sec1"", ""Nsg1"", ""Cav2"", ""Gad2"", ""Galnt7"", ""Rab33a"", ""RT1-CE5"", ""Rab33b"")"
"6980","POLYSOME%GOCC%GO:0005844","0.999698477310418","1","-0.144793270964594","-0.469373117448139","6630","70","c(""Rps29"", ""Rpl36"", ""Rpl30"", ""Rps21"", ""Rps3"", ""Rpl41"", ""Rps23"", ""Rpl18"", ""Rpl19"", ""Rpl29"", ""LOC108350501"", ""Rps28"", ""Rpl8"", ""Rpl39"", ""Rpl18a"", ""Rpl32"", ""Naa35"", ""Msi2"", ""Psma6"", ""Eef2"", ""Mcrs1"", ""Eif4h"", ""Rpl24"", ""Rpl36a"", ""Msi1"", ""Abcf1"", ""Fxr1"", ""LOC108351482"", ""Rpl7"", ""Naa38"", ""Calr"", ""Eif2ak4"", ""Larp6"")"
"6981","BICELLULAR TIGHT JUNCTION%GOCC%GO:0005923","0.107021934344178","0.538944214898245","-0.376243016366629","-1.25793328694554","726","86","c(""Cldn4"", ""Amotl1"", ""Fzd5"", ""Cldn11"", ""Pmp22"", ""Mxra8"", ""Cdh5"", ""Patj"", ""Rab13"", ""Pof1b"", ""Cldn10"", ""Cldn19"", ""Ocln"", ""LOC685699"", ""Pard3"", ""Mapk15"", ""F11r"", ""Tgfbr1"", ""Tjap1"", ""Sh3bp1"", ""Rap2c"", ""Cldn15"", ""Adcyap1r1"", ""Cdk4"", ""Ccnd1"", ""Arhgap17"", ""C1qtnf5"", ""Amotl2"", ""Magi1"", ""Ddx58"", ""Tjp2"", ""Frmd4b"", ""Jam3"", ""Esam"")"
"6982","DENSE CORE GRANULE%GOCC%GO:0031045","0.199636723910172","0.681298816860444","-0.458312274490961","-1.22482566106667","1208","25","c(""Pdyn"", ""Baiap3"", ""Bace2"")"
"6983","PHOTORECEPTOR CELL CILIUM%GOCC%GO:0097733","0.439598321342926","0.929480364986007","-0.308852269833044","-1.01030814673352","2932","74","c(""Cerkl"", ""Rgs9"", ""Opn3"", ""Ptgs1"", ""Rrh"", ""Rom1"", ""Lyar"", ""Cdhr1"", ""Prom1"", ""Fam161a"", ""Prph"", ""Whrn"", ""Rdh11"", ""Nupl2"", ""Pdzd7"")"
"6984","U2-TYPE CATALYTIC STEP 2 SPLICEOSOME%GOCC%GO:0071007","0.988699080157687","1","0.18548847838507","0.554930321194017","3761","30","c(""Crnkl1"", ""Ppie"", ""Bud31"", ""Bcas2"", ""Aqr"", ""Snw1"", ""Prpf8"", ""Eftud2"", ""Snrpg"", ""Srrm2"", ""Dhx8"", ""Ppil1"", ""Snrpf"", ""Prpf19"", ""Rbm22"")"
"6985","Z DISC%GOCC%GO:0030018","0.309046664758088","0.814112429784343","-0.315812023677716","-1.08448529283104","2158","104","c(""Scn5a"", ""Myom1"", ""Pgm5"", ""Casq2"", ""Capn3"", ""Neb"", ""Nrap"", ""Sphkap"", ""Kcna5"", ""Nos1"", ""Myo18b"", ""Fhl3"", ""Cryab"", ""Myom3"")"
"6986","NURD COMPLEX%GOCC%GO:0016581","1","1","-0.118872712313431","-0.287482559272375","5836","16","c(""Sall1"", ""Hdac1"", ""Gatad2b"", ""Mta2"")"
"6987","AXONEME%GOCC%GO:0005930","0.862805822235986","1","0.222046226328173","0.816407220164682","2785","85","c(""Dnah7"", ""Rp1l1"", ""Dynlrb2"", ""Spag6l"", ""Dnah9"", ""Tulp3"", ""Atg5"", ""Dnai1"", ""Hydin"", ""Rsph9"", ""Arl6"", ""Dnaaf1"", ""Wdr78"", ""Dnah8"", ""Ift140"", ""Wdr35"", ""Drc3"", ""Ak8"", ""Drc1"", ""Cys1"", ""Cep162"", ""Rpgrip1l"", ""Atg14"", ""Dync2h1"", ""Ccsap"", ""Ccdc65"", ""Tctex1d2"", ""Cluap1"", ""Kif17"", ""Dcx"", ""Akap14"", ""Wdr11"")"
"6988","PRESYNAPTIC MEMBRANE%GOCC%GO:0042734","0.183621781342339","0.666539354671979","0.266229490256457","1.1095512893779","434","195","c(""P2rx1"", ""Oprm1"", ""Cdh9"", ""Chrm2"", ""Cacna1e"", ""Ntng2"", ""Kcnma1"", ""Grin2a"", ""Chrm4"", ""Adora2a"", ""Grm6"", ""Kcna1"", ""Adra1a"", ""Oprk1"", ""P2rx3"", ""Kcnj3"", ""Slc6a7"", ""Scn8a"", ""Gria1"", ""Flrt3"", ""Unc13a"", ""Chrna7"", ""Htr1b"", ""Erc2"", ""Grm2"", ""Atp2b1"", ""Grm8"", ""Dnm1"", ""Chrm1"", ""Unc13b"", ""Kcna3"", ""Glra1"", ""Cacna1c"", ""Cntnap4"", ""Gria3"", ""Cacna1h"", ""Erbb4"", ""Gabbr2"", ""Nrg1"", ""Atp2b3"", ""Cntnap1"", ""Cntn1"", ""Grik3"", ""Kcna4"", ""L1cam"", ""Cacna1a"", ""Kcnc3"", ""P2rx2"", ""Dnm1l"", ""Kcnj6"", ""Scn11a"", ""Zdhhc17"", ""Pi4k2a"", ""Cacna1d"", 
""Adam23"", ""Pde2a"", ""Otof"")"
"6989","ASYMMETRIC SYNAPSE%GOCC%GO:0032279","0.0751829673985363","0.46825324531082","0.255019614632922","1.14369195392256","112","400","c(""Map3k7"", ""Itga8"", ""Il1r1"", ""Chrm2"", ""Grin2a"", ""Adcy1"", ""Chrm4"", ""Syndig1"", ""Dcc"", ""Adora2a"", ""Neto1"", ""Clstn2"", ""Shisa6"", ""Prkcg"", ""Slc16a7"", ""Cnksr2"", ""Nlgn1"", ""Hspb1"", ""Syn3"", ""Pclo"", ""Ppp1r9a"", ""Ank2"", ""Ncoa2"", ""Adam22"", ""Syn2"", ""Scn8a"", ""Crtc1"", ""Frmpd4"", ""Exoc4"", ""P2rx4"", ""Kcnab2"", ""Gria1"", ""Lrrc7"", ""Flrt3"", ""Mapk10"", ""Bsn"", ""Igsf9b"", ""Chrna7"", ""Erc2"", ""Cdkl5"", ""Dlg2"", ""Dnm1"", ""Dnajc6"", ""Chrm1"", ""Cald1"", ""Cpeb1"", ""Lrrc4c"", ""Cacna1c"", ""Lzts3"", ""Gria3"", ""Tanc2"", ""Grm5"", ""Slitrk3"", ""Erbb4"", 
""Map1a"", ""Akap9"", ""Rnf112"", ""Nr3c2"", ""Tsc1"", ""Nrg1"", ""Sorbs2"", ""Mink1"", ""Gapdh"", ""Arhgef9"", ""Cdk5r1"", ""Pacsin1"", ""Plekha5"", ""Pdpk1"", ""Camk2a"", ""Plppr4"", ""Nsf"", ""Htt"", ""Kcna4"", ""Mapk1"", ""P2rx2"", ""Bmpr2"", ""Dmd"", ""Abr"", ""Actr2"", ""Syn1"", ""Anks1b"", ""Dlgap2"", ""Sema4c"", ""Ptk2b"", ""Dst"", ""Add2"", ""Nrcam"", ""Mpdz"", ""Nefh"", ""Map2"", ""Akap5"", ""Sptbn1"", ""Gsk3b"", ""Sharpin"", ""Homer1"", ""Lrfn1"", ""Syngap1"", ""Lrrc4"", ""Iqsec2"", ""Grin3a"", ""Dmtn"", ""Grip1"", ""Nck2"", ""Mapk8ip2"", ""Cast"", ""Dlg3"", ""Nf1"", ""Map2k1"", ""Nefm"", ""Fmr1"", 
""LOC108351137"", ""Rpl6"", ""Slitrk1"", ""Clstn1"", ""Magi2"", ""Gria2"", ""Grasp"", ""Arc"", ""Prrt2"", ""Epha7"", ""Adgrl1"", ""Prnp"", ""Macf1"", ""Arhgap32"", ""Snap91"", ""Arf1"", ""Map1b"", ""Abi1"", ""Nptn"", ""Grik5"", ""Cacng3"", ""Pja2"", ""Tnik"", ""Snap47"", ""Shisa7"")"
"6990","T-TUBULE%GOCC%GO:0030315","0.786644202787563","1","-0.2572959999844","-0.822078632835928","5135","64","c(""Scn5a"", ""Adra1b"", ""Capn3"", ""Nos1"", ""Kcnj5"", ""Stbd1"", ""Kcnj12"", ""Prx"", ""Ahnak"", ""Kcnj2"")"
"6991","ACTIN-BASED CELL PROJECTION%GOCC%GO:0098858","0.439841688654354","0.929480364986007","-0.274210204464083","-1.01029194750732","3333","185","c(""Cd44"", ""Ocm2"", ""Myo1g"", ""Stard10"", ""Dnali1"", ""Clca1"", ""Grxcr1"", ""Clic5"", ""Triobp"", ""Ephb1"", ""Cnp"", ""Mttp"", ""Cdh23"", ""Trpv4"", ""Cdhr5"", ""Utrn"", ""Rhoc"", ""Cib1"", ""Itga6"", ""Ermn"", ""Clic4"", ""Itgb3"", ""Kcnn3"", ""Prom1"", ""Rapgef3"", ""Hfe"", ""Cd24"", ""Cd302"", ""Acpp"", ""Myo6"", ""Whrn"", ""Slc9a3r2"", ""Icam2"", ""Pdzd7"", ""Lyz2"", ""Ctsl"", ""Fzd9"", ""Pdgfa"", ""Atp7a"", ""Pdgfra"", ""Cdhr2"", ""Tprn"", ""Scarb1"", ""Oxtr"", ""Itgb1"")"
"6992","INTRINSIC COMPONENT OF EXTERNAL SIDE OF PLASMA MEMBRANE%GOCC%GO:0031233","0.655675029868578","1","0.338486658239386","0.861701727805106","2743","15","c(""Mill1"", ""Flt3lg"", ""Rtn4r"", ""Rtbdn"")"
"6993","SPERM PRINCIPAL PIECE%GOCC%GO:0097228","0.619212676405051","1","0.32365969841318","0.887051426977139","2500","20","c(""Eno4"", ""Spag6l"", ""Catsperd"", ""Dnah8"", ""Kif2a"", ""Enkur"", ""Cabyr"")"
"6994","H4 HISTONE ACETYLTRANSFERASE COMPLEX%GOCC%GO:1902562","0.881828015143321","1","0.234835771071202","0.749180442491243","3260","40","c(""Map3k7"", ""Trrap"", ""Mbip"", ""Sgf29"", ""Zzz3"", ""Kat14"", ""Ubap2l"", ""Ruvbl2"", ""Epc2"", ""Ep400"")"
"6995","MITOCHONDRIAL OUTER MEMBRANE%GOCC%GO:0005741","0.757725587144623","1","-0.243116060679288","-0.86769200824198","5516","142","c(""Pld6"", ""Myoc"", ""Nos1"", ""Arg1"", ""Vat1"", ""Cnp"", ""Cpt1b"", ""Sox10"", ""Hk2"", ""Maob"", ""Nlrx1"", ""Aifm2"", ""Tspo"", ""Ppp1r15a"", ""Asl"", ""Rmdn3"", ""Bak1"", ""Gja1"", ""Fam210b"", ""Scp2"", ""Bcl2"", ""Mt3"", ""Dmpk"", ""Fis1"", ""Gimap5"", ""Ass1"")"
"6996","NEUROTRANSMITTER RECEPTOR COMPLEX%GOCC%GO:0098878","0.849053700569318","1","-0.248272499894018","-0.777966832133022","5517","57","c(""Olfm3"", ""Grik4"", ""Grik1"", ""Cacng5"", ""Grid2"", ""Gria4"", ""Cacng2"", ""Erbin"", ""Cacng7"", ""Grin2d"", ""Olfm2"", ""Abhd12"", ""Vwc2"", ""Vwc2l"")"
"6997","EXTRACELLULAR ORGANELLE%GOCC%GO:0043230","0.110733795954525","0.549010961587159","-0.376707365278226","-1.25666831021871","749","85","c(""Pf4"", ""Itga4"", ""Sdc1"", ""Myoc"", ""Gbp4"", ""Cd86"", ""Itga2b"", ""Gbp2"", ""Cd9"", ""Anxa2"", ""Snx18"", ""Faslg"", ""Slc9a3"", ""Naglu"", ""Prom1"", ""Ahnak"", ""Bhmt"", ""Gprc5b"")"
"6998","SIN3-TYPE COMPLEX%GOCC%GO:0070822","0.266506602641056","0.766132617126673","0.449154522410015","1.16271410035946","1109","16","c(""Brms1l"", ""Hdac1l"", ""Sin3a"", ""Sin3b"", ""Hey2"", ""Sinhcaf"", ""Sap130"", ""Phf12"", ""Ing2"", ""Csnk2a1"", ""Hdac2"")"
"6999","SPERM MIDPIECE%GOCC%GO:0097225","0.32969696969697","0.838635944560091","0.422362232840477","1.10799519758179","1359","17","c(""Slc26a3"", ""Spef2"", ""Hyal3"", ""Cfap69"", ""Tacr3"")"
"7000","CELL CORTEX PART%GOCC%GO:0044448","0.665465224936591","1","-0.250247741419775","-0.914706457927574","4984","173","c(""Exoc3l4"", ""Ocm2"", ""Spta1"", ""Unc13c"", ""Myh2"", ""Mobp"", ""Gck"", ""Triobp"", ""Anln"", ""Pstpip1"", ""Trpv4"", ""Inpp5d"", ""Utrn"", ""Gsn"", ""Dcdc2"", ""Rapgef3"", ""Hfe"", ""Slc2a1"", ""Sapcd2"", ""Sh3bp1"", ""Ctnna2"", ""Was"", ""Rims3"", ""Hip1"", ""Ctsz"", ""Phldb1"", ""Rims2"", ""Pls1"", ""Wipf1"")"
"7001","U2 SNRNP%GOCC%GO:0005686","0.329770992366412","0.838635944560091","-0.440332635734888","-1.10961216948849","1943","19","c(""Snrpd1"", ""Snrpn"", ""LOC687679"", ""Phf5a"", ""Snrpa1"", ""Snrpd2l"", ""Sf3b5"", ""Snrpb2"", ""Htatsf1"")"
"7002","POLYMERIC CYTOSKELETAL FIBER%GOCC%GO:0099513","0.975958786491128","1","-0.199627702075055","-0.796347048029705","8524","485","c(""Skap1"", ""Krt18"", ""Krt71"", ""Krt1"", ""Kif18a"", ""Tekt2"", ""Dsp"", ""Krt77"", ""Sh2b2"", ""Gtse1"", ""Lmntd1"", ""Ckap2"", ""Smtnl2"", ""Gfap"", ""Mefv"", ""Kif23"", ""Kif22"", ""Gck"", ""Pcp4"", ""Spaca9"", ""Myo18b"", ""Nckap5"", ""Reep4"", ""Kif2c"", ""Pstpip1"", ""Cnp"", ""Nde1"", ""Tmsb15b2"", ""Trpv4"", ""Ctsh"", ""Inpp5d"", ""Kif4a"", ""Cdk1"", ""Kif15"", ""Pdlim4"", ""Haus8"", ""Aif1"", ""Pof1b"", ""Dcdc2"", ""Neil2"", ""Kif19"", ""Lmod1"", ""Apoe"", ""Ldlrap1"", ""Fam161a"", ""Prph"", ""Gramd2b"", ""Cnn3"", ""Aif1l"", ""Marcks"", ""Dynlt1"", ""Hck"", ""Myo6"", ""Mns1"", ""Arhgap4"", ""Rassf5"", 
""Capn6"", ""Whrn"", ""Aurka"", ""Nusap1"", ""Trim54"", ""Was"", ""Ppl"", ""Ss18"", ""Cdk2ap2"", ""Rmdn3"", ""Klc4"", ""Gja1"", ""Rmdn1"", ""Sirt2"", ""Dnah12"", ""Dusp22"", ""Cep57l1"", ""Pls1"", ""Fhdc1"", ""Crhbp"", ""Lmnb1"", ""Tubg1"", ""Krt28"", ""Wipf1"")"
"7003","TRANSCRIPTION COREGULATOR ACTIVITY%GOMF%GO:0003712","1","1","-0.14590513275851","-0.573205339552028","8444","383","c(""Ankrd1"", ""Lhx9"", ""Neurod1"", ""Meis2"", ""Pou3f1"", ""Bcl11a"", ""Brca1"", ""Limd1"", ""Nmi"", ""Hif3a"", ""Rarb"", ""Zhx2"", ""Six3"", ""Rbpms"", ""Bhlhe41"", ""Nkx2-2"", ""Cdyl"", ""Aebp1"", ""Tfap2b"", ""Hr"", ""Hes7"", ""LOC100911837"", ""Foxc1"", ""Tle4"", ""Nacc2"", ""Ccdc62"", ""Hmga1"", ""Kmt5a"", ""Rap2c"", ""Ss18"", ""Cited2"", ""Gmnn"", ""Nrip1"", ""Jund"", ""Parp9"", ""Scand1"", ""LOC108348108"", ""Uxt"", ""Ezh2"", ""Cited4"", ""Hes6"", ""Crym"", ""Med11"", ""Taf13"", ""Homez"", ""Ccnd1"", ""Med6"", ""Irf2bp1"", ""Arid5a"", ""Prrx1"", ""Map3k10"", ""Med21"", ""Myocd"", ""Dnmt3b"", ""Prmt5""
)"
"7004","PHOSPHATIDYLINOSITOL-3,5-BISPHOSPHATE BINDING%GOMF%GO:0080025","0.934109816971714","1","-0.246102976812999","-0.64664224569578","5613","23","Phlda3"
"7005","OXIDOREDUCTASE ACTIVITY, OXIDIZING METAL IONS%GOMF%GO:0016722","0.00221201293176791","0.0688289943848902","-0.732925213309874","-1.79836129019042","12","17","c(""Steap1"", ""LOC100362384"", ""Cp"", ""Steap4"", ""Steap3"", ""F5"", ""Ftl1"")"
"7006","RNA POLYMERASE II DISTAL ENHANCER SEQUENCE-SPECIFIC DNA BINDING%GOMF%GO:0000980","0.244499153715956","0.740349909208417","-0.357288700914655","-1.13719343731519","1588","63","c(""Tfap2c"", ""Pbx3"", ""Six3"", ""Ikzf1"", ""Sox10"", ""Tal1"", ""Bhlhe41"", ""Hivep1"", ""H2afz"", ""Nkx2-2"", ""Nfatc1"", ""Relb"", ""Zbtb16"", ""Nfya"", ""Arx"")"
"7007","MACROMOLECULE TRANSMEMBRANE TRANSPORTER ACTIVITY%GOMF%GO:0022884","0.991397849462366","1","0.185250079643199","0.471600016777273","4148","15","c(""Sidt1"", ""Bloc1s3"", ""Tomm40l"", ""Hnrnpa3"", ""Sec61b"", ""Tomm20"", ""LOC100362432"")"
"7008","SEMAPHORIN RECEPTOR BINDING%GOMF%GO:0030215","0.144594369481926","0.607999783891838","-0.498063385032311","-1.29672806657326","867","22","c(""Sema3c"", ""Sema3f"", ""Sema3e"", ""Sema5b"", ""Sema3g"", ""Sh3bp1"", ""Sema6d"", ""Sema3d"", ""Sema3b"", ""Sema4d"", ""Sema6a"")"
"7009","UBIQUITIN-LIKE PROTEIN LIGASE BINDING%GOMF%GO:0044389","0.964347610794751","1","-0.203614365478957","-0.783627285626132","7789","291","c(""Casp8"", ""Scn5a"", ""Txnip"", ""Ube2l6"", ""Cd40"", ""Fzd5"", ""Brca1"", ""Ube2t"", ""Ccnb1"", ""Triobp"", ""Sncaip"", ""Ube2c"", ""Pax6"", ""Trib2"", ""Mc4r"", ""Prr5l"", ""Slc22a18"", ""Egr2"", ""Erbb3"", ""Ubash3b"", ""Gpr37"", ""Rpl5"")"
"7010","PHOSPHOLIPASE A2 ACTIVITY%GOMF%GO:0004623","0.312258930068757","0.817737391623425","-0.439735430936702","-1.12421588904842","1861","20","c(""Pla2g5"", ""Lcat"", ""Pla2g3"", ""Pla2g7"")"
"7011","DOUBLE-STRANDED RNA BINDING%GOMF%GO:0003725","0.999406352033244","1","0.171980890161619","0.610872546036394","3366","70","c(""Ago3"", ""Ago2"", ""Sidt1"", ""Aptx"", ""Mbnl1"", ""Yrdc"", ""Ago1"", ""Dhx15"", ""Oasl"", ""Zfr2"", ""Dus2"", ""Fmr1"", ""Rc3h1"", ""Dhx33"", ""Ago4"", ""Ifih1"", ""Cltc"", ""Drosha"", ""Strbp"", ""Ddx3x"", ""Oas1f"", ""Tarbp2"", ""Tubb4b"", ""Ilf2"", ""Adar"", ""Dhx36"")"
"7012","AMINO ACID BINDING%GOMF%GO:0016597","0.242156303479749","0.737877596386152","0.325707298642268","1.13114817613062","848","61","c(""Gchfr"", ""Shmt1"", ""Th"", ""Cps1"", ""Tat"", ""Grin2a"", ""Otc"", ""Casr"", ""Ubr1"", ""Glra1"", ""Yars2"", ""Mtr"")"
"7013","PEPTIDASE INHIBITOR ACTIVITY%GOMF%GO:0030414","0.142625368731563","0.606060664873169","-0.362587022461647","-1.21535803349761","966","88","c(""Umodl1"", ""C4b"", ""Wfikkn1"", ""Serpinf2"", ""C3"", ""Agt"", ""Birc3"", ""Wfikkn2"", ""Tfpi2"", ""A2ml1"", ""LOC103689965"", ""Wfdc2"", ""Birc7"", ""Bst2"", ""Serpine3"", ""Wfdc10a"", ""Serpine2"", ""Tfap2b"", ""Tnfaip8"", ""Serpinf1"", ""Renbp"", ""Serpinh1"", ""Timp3"", ""Gpc3"", ""Cst3"", ""Serpina11"", ""Nol3"", ""Serpinb9"", ""Lef1"")"
"7014","DAMAGED DNA BINDING%GOMF%GO:0003684","0.919520547945205","1","-0.231382795686382","-0.714909511495911","5906","53","c(""Brca1"", ""Polk"", ""Neil2"", ""Msh5"", ""Ung"", ""Xpa"", ""Pcna"")"
"7015","EXONUCLEASE ACTIVITY%GOMF%GO:0004527","0.369047619047619","0.875517361564937","0.287155746745528","1.03918236956891","1208","78","c(""Gen1"", ""Alkbh2"", ""Rad9b"", ""Cnot6l"", ""Exosc6"", ""Aptx"", ""Fan1"", ""Exo5"", ""Pnldc1"", ""Pnpt1"", ""Pole"", ""Cnot1"", ""Cnot7"", ""Exosc5"", ""Trex1"", ""Cpsf3"", ""Exog"", ""Rev3l"", ""Dis3l2"")"
"7016","PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE BINDING%GOMF%GO:0005546","0.538544391444838","0.993668039244261","-0.300930762019553","-0.957815029635207","3499","63","c(""Syt10"", ""Myo1g"", ""Phlda3"", ""Anxa2"", ""Snx18"", ""Fzd7"", ""Ldlrap1"", ""Pard3"", ""Kcnj2"", ""Hip1"", ""Ttpa"", ""Plcd1"", ""Snx21"", ""Syt9"", ""Gsdmd"", ""Hip1r"", ""Mtss1l"", ""Mark1"", ""Adap2"", ""Twf1"", ""Kcnq1"", ""Snx20"")"
"7017","GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY%GOMF%GO:0005085","0.999595305544314","1","0.168020850369688","0.691786624028802","2469","178","c(""Trappc3l"", ""Dock4"", ""Rapgef6"", ""Chrm4"", ""Obscn"", ""Rasgrp1"", ""Fgd6"", ""Plekhg4"", ""Arfgef3"", ""Arhgef15"", ""Arhgef28"", ""Eps8l2"", ""Arhgef12"", ""Arhgef17"", ""Rapgef2"", ""Dock9"", ""Fgd4"", ""Smcr8"", ""Psd3"", ""Ric8b"", ""Dennd2a"", ""Akap13"", ""Arhgef9"", ""Eif2b3"", ""Arfgef1"", ""Ric1"", ""Itsn2"", ""Abr"", ""Arhgef6"", ""Dennd3"", ""Madd"", ""Ric8a"", ""St5"", ""Plekhg6"", ""Rapgef5"", ""Dock3"", ""Rasgef1a"")"
"7018","STEROID BINDING%GOMF%GO:0005496","0.183310533515732","0.666539354671979","-0.370108581009415","-1.19034363748626","1205","67","c(""Star"", ""Esr2"", ""Stard5"", ""Hsd17b1"", ""Apod"", ""Npc2"", ""Hsd17b10"", ""Scgb2a2"", ""Pmp2"", ""Apoe"", ""Prom1"", ""Tspo"", ""Osbpl3"", ""Npc1"", ""Cd81"", ""Gstm1"", ""Paqr7"", ""Osbpl5"", ""Gpr183"", ""Scp2"", ""Gramd1c"", ""Atp1a2"", ""Scarb2"", ""Pgr"")"
"7019","PROTEIN KINASE A CATALYTIC SUBUNIT BINDING%GOMF%GO:0034236","0.913022700119474","1","0.252888162134738","0.643789528917995","3820","15","c(""Ryr2"", ""Gsk3b"", ""Prkar1b"", ""Akap11"", ""Pja2"")"
"7020","BICARBONATE TRANSMEMBRANE TRANSPORTER ACTIVITY%GOMF%GO:0015106","0.115173237753883","0.554717745735558","0.535328671993912","1.36281188747631","481","15","c(""Slc4a5"", ""Slc26a3"", ""Slc4a8"", ""Slc4a7"", ""Slc4a10"", ""Slc26a10"")"
